小说名称,文库分类,小说作者,文章状态,最后更新,全文长度,小说封面
惊爆草莓,电击文库,公野樱子,已完成,2010-04-03,49473.0,http://img.wenku8.com/image/0/124/124s.jpg
送行者:温柔又笨拙的送行人们,电击文库,御堂彰彦,连载中,2015-03-01,86921.0,http://img.wenku8.com/image/1/1825/1825s.jpg
在监狱学校当看门守卫,电击文库,古宫九时,连载中,2020-02-03,134686.0,http://img.wenku8.com/image/2/2074/2074s.jpg
最终幻想VII,其他文库,野岛一成,已完成,2020-03-06,98745.0,http://img.wenku8.com/image/0/663/663s.jpg
祝百之喜事务所,其他文库,茅田砂胡,连载中,2013-05-14,290060.0,http://img.wenku8.com/image/1/1287/1287s.jpg
魍魉之匣,讲谈社,京极夏彦,已完成,2010-05-24,376315.0,http://img.wenku8.com/image/0/243/243s.jpg
魔法师塔塔,电击文库,うーぱー,已完成,2020-03-28,324477.0,http://img.wenku8.com/image/2/2555/2555s.jpg
TriplePlay三重杀的助恶郎,其他文库,西尾维新,已完成,2012-05-31,72988.0,http://img.wenku8.com/image/1/1243/1243s.jpg
黄金之王 白银之王,角川文库,泽村凛,已完成,2013-12-02,204824.0,http://img.wenku8.com/image/1/1527/1527s.jpg
青之炎,角川文库,贵志佑介,已完成,2010-03-17,177096.0,http://img.wenku8.com/image/0/650/650s.jpg
奇异领域的奇异点,电击文库,范乃秋晴,连载中,2011-11-20,144050.0,http://img.wenku8.com/image/1/1130/1130s.jpg
xxxHOLiC,讲谈社,西尾维新,已完成,2009-03-18,97703.0,http://img.wenku8.com/image/0/223/223s.jpg
月兔升空时,MF文库J,平坂读,已完成,2010-12-04,416841.0,http://img.wenku8.com/image/0/33/33s.jpg
明明已经从最强职业《龙骑士》转职成初级职业《运货人》，不知为何仍然备受勇者们的信赖,小学馆,天羽衣白一,连载中,2020-11-19,177895.0,http://img.wenku8.com/image/2/2774/2774s.jpg
平行处的阳光,其他文库,有川浩,已完成,2014-10-04,73806.0,http://img.wenku8.com/image/1/1725/1725s.jpg
被吊销冒险者执照的大叔，与爱女一起歌颂悠闲人生,GA文库,斧名田マニマニ,连载中,2019-11-16,114776.0,http://img.wenku8.com/image/2/2643/2643s.jpg
献上我的青春，拨开你的浏海,富士见文库,凪木エコ,已完成,2019-03-14,230907.0,http://img.wenku8.com/image/2/2403/2403s.jpg
无法施展魔力的魔术师,其他文库,高梨ひかる,连载中,2016-04-02,117238.0,http://img.wenku8.com/image/2/2050/2050s.jpg
恋空,其他文库,美嘉,已完成,2009-12-06,305582.0,http://img.wenku8.com/image/0/456/456s.jpg
CANAAN 异能者迦南,角川文库,杉原智则,连载中,2012-12-27,97121.0,http://img.wenku8.com/image/1/1350/1350s.jpg
机动战士高达SEED DESTINY,角川文库,后藤柳,已完成,2010-06-20,698985.0,http://img.wenku8.com/image/0/869/869s.jpg
SSSS.GRIDMAN,小学馆,水泽梦,连载中,2020-07-31,215546.0,http://img.wenku8.com/image/2/2737/2737s.jpg
不需要现代魔法的魔术师 和女仆一同开创第二次传说,集英社,三河ごーすと,连载中,2018-03-13,102100.0,http://img.wenku8.com/image/2/2362/2362s.jpg
转生了的大圣女，拼死隐瞒自己身为圣女,其他文库,十夜,连载中,2020-06-19,324090.0,http://img.wenku8.com/image/2/2767/2767s.jpg
CLANNAD After Story,游戏剧本,key,已完成,2010-03-28,838046.0,http://img.wenku8.com/image/0/675/675s.jpg
道别的方法，我不愿知晓,其他文库,河野裕,连载中,2020-11-22,479884.0,http://img.wenku8.com/image/2/2668/2668s.jpg
交叉连结,MF文库J,久追遥希,连载中,2020-11-19,309761.0,http://img.wenku8.com/image/2/2495/2495s.jpg
乃木坂明日夏的秘密,电击文库,五十岚雄策,连载中,2020-03-07,164125.0,http://img.wenku8.com/image/2/2599/2599s.jpg
壳中少女,其他文库,冲方丁,已完成,2009-03-11,389745.0,http://img.wenku8.com/image/0/115/115s.jpg
镜面世界里 终末之图书馆,电击文库,冬月いろり,连载中,2020-10-09,181223.0,http://img.wenku8.com/image/2/2709/2709s.jpg
九罚的恶魔召唤术,电击文库,折口良乃,连载中,2010-07-14,105796.0,http://img.wenku8.com/image/0/880/880s.jpg
勇者物语,角川文库,宫部美雪,已完成,2010-02-27,516451.0,http://img.wenku8.com/image/0/601/601s.jpg
奇迹寄物商,其他文库,大山淳子,已完成,2014-09-22,74607.0,http://img.wenku8.com/image/1/1717/1717s.jpg
从被子弹击中的战场消失吧,富士见文库,上川景,连载中,2020-06-12,191485.0,http://img.wenku8.com/image/2/2735/2735s.jpg
神秘少女羽音,GA文库,织田兄第,已完成,2010-09-25,108890.0,http://img.wenku8.com/image/0/263/263s.jpg
通往乐园的廉正之路,Fami通文库,野村美月,连载中,2019-03-05,233036.0,http://img.wenku8.com/image/2/2366/2366s.jpg
犬夜叉官方小说,小学馆,金春智子,已完成,2010-06-19,70003.0,http://img.wenku8.com/image/0/867/867s.jpg
九个故事,集英社,桥本纺,已完成,2013-08-06,111762.0,http://img.wenku8.com/image/1/1472/1472s.jpg
审稿男孩和投稿女孩,Fami通文库,野村美月,已完成,2016-10-26,102860.0,http://img.wenku8.com/image/2/2092/2092s.jpg
夜魔-怪-,电击文库,甲田学人,已完成,2015-09-06,65770.0,http://img.wenku8.com/image/1/1926/1926s.jpg
特甲少女,富士见文库,冲方丁,连载中,2011-05-03,975885.0,http://img.wenku8.com/image/0/250/250s.jpg
青之驱魔师 Weekend Hero,集英社,矢岛绫,已完成,2012-02-10,71107.0,http://img.wenku8.com/image/1/1177/1177s.jpg
零之大贤者,角川文库,夏海ユウ,连载中,2020-02-07,92457.0,http://img.wenku8.com/image/2/2682/2682s.jpg
银飘扬,电击文库,有泽真水,已完成,2010-08-21,85917.0,http://img.wenku8.com/image/0/852/852s.jpg
魔界都市,其他文库,菊地秀行,已完成,2011-09-12,121957.0,http://img.wenku8.com/image/1/1095/1095s.jpg
海波家的付丧神,富士见文库,淡路帆希,连载中,2015-11-20,93127.0,http://img.wenku8.com/image/2/2000/2000s.jpg
夜明前的琉璃色,其他文库,杂贺匡,已完成,2010-06-07,462276.0,http://img.wenku8.com/image/0/31/31s.jpg
KILLER QUEEN(杀手女王),其他文库,FLAT,连载中,2010-06-28,391814.0,http://img.wenku8.com/image/0/853/853s.jpg
Flyable heart 恋色甜点,Fami通文库,冈崎いずみ,已完成,2011-03-14,86274.0,http://img.wenku8.com/image/0/993/993s.jpg
真庭语,讲谈社,西尾维新,已完成,2010-08-04,52890.0,http://img.wenku8.com/image/0/891/891s.jpg
只要有趣就够了！发行累计6000万册──编辑工作目录,电击文库,三木一马,已完成,2020-02-18,138888.0,http://img.wenku8.com/image/2/2220/2220s.jpg
就算只是虚情假御也没关系,其他文库,渡边恒彦,已完成,2018-02-05,173044.0,http://img.wenku8.com/image/2/2344/2344s.jpg
寂静岭官方小说,其他文库,山下定,已完成,2011-04-20,214621.0,http://img.wenku8.com/image/0/625/625s.jpg
二线级Love Story,讲谈社,持崎汤叶,已完成,2020-03-10,86791.0,http://img.wenku8.com/image/2/2008/2008s.jpg
月色之扉,角川文库,桥本纺,已完成,2013-05-17,62277.0,http://img.wenku8.com/image/1/1428/1428s.jpg
死神的浮力,其他文库,伊坂幸太郎,已完成,2014-10-07,182400.0,http://img.wenku8.com/image/1/1728/1728s.jpg
偷猫贼与星期四的厨房,其他文库,桥本纺,已完成,2013-03-17,71003.0,http://img.wenku8.com/image/1/1392/1392s.jpg
To Heart 2,游戏剧本,LEAF,已完成,2010-06-01,1656228.0,http://img.wenku8.com/image/0/826/826s.jpg
如果杜拉(假如高中棒球部的女经理读了德鲁克的《管理学》),其他文库,岩崎夏海,已完成,2011-02-02,92865.0,http://img.wenku8.com/image/0/972/972s.jpg
炼狱神盾,富士见文库,贵子润一郎,连载中,2011-06-05,451348.0,http://img.wenku8.com/image/0/662/662s.jpg
JOJO的奇妙冒险,集英社,乙一,已完成,2010-09-03,179633.0,http://img.wenku8.com/image/0/539/539s.jpg
于夏月之海轻语的咒文,电击文库,雨宫谅,已完成,2013-12-22,77738.0,http://img.wenku8.com/image/1/1539/1539s.jpg
恋爱制造机,MF文库J,本田透,已完成,2010-09-11,177246.0,http://img.wenku8.com/image/0/425/425s.jpg
天才作家铃铃的秘密档案,角川文库,爱川樱,连载中,2014-10-03,135095.0,http://img.wenku8.com/image/1/1719/1719s.jpg
心之国的爱丽丝,其他文库,小牧桃子,连载中,2014-05-11,148737.0,http://img.wenku8.com/image/1/1097/1097s.jpg
苍穹之战神,电击文库,冲方丁,已完成,2009-03-27,38169.0,http://img.wenku8.com/image/0/324/324s.jpg
pulp,Fami通文库,森桥宾果,已完成,2010-08-22,338625.0,http://img.wenku8.com/image/0/279/279s.jpg
镇魂系列,集英社,北泽大辅,已完成,2010-07-07,555467.0,http://img.wenku8.com/image/0/29/29s.jpg
孤立者,电击文库,入间人间,已完成,2011-07-16,191634.0,http://img.wenku8.com/image/1/1053/1053s.jpg
半熟公主,HJ文库,榊一郎,已完成,2010-10-05,234295.0,http://img.wenku8.com/image/0/194/194s.jpg
鲤之洼学园侦探部,其他文库,东川笃哉,连载中,2020-03-07,383942.0,http://img.wenku8.com/image/1/1252/1252s.jpg
艾比斯之梦,其他文库,山本弘,已完成,2011-12-20,236897.0,http://img.wenku8.com/image/1/1154/1154s.jpg
轻飘飘少女从天而降,电击文库,入间人间,已完成,2015-09-13,77333.0,http://img.wenku8.com/image/1/1961/1961s.jpg
众神的午睡,其他文库,浅野敦子,已完成,2014-07-03,87670.0,http://img.wenku8.com/image/1/1620/1620s.jpg
铃木同学，我爱你,其他文库,时海结以,已完成,2011-06-28,150394.0,http://img.wenku8.com/image/1/1008/1008s.jpg
江神二郎系列,其他文库,有栖川有栖,连载中,2014-05-28,560461.0,http://img.wenku8.com/image/0/876/876s.jpg
GANTZ杀戮都市Minus,集英社,日下部匡俊,已完成,2011-03-29,101241.0,http://img.wenku8.com/image/1/1001/1001s.jpg
Never7(第七夜～无限轮回的终结～),游戏剧本,KID,已完成,2010-05-13,997072.0,http://img.wenku8.com/image/0/743/743s.jpg
怪物猎人2G 灵魂继承者,Fami通文库,冰上慧一,已完成,2020-03-13,567447.0,http://img.wenku8.com/image/0/479/479s.jpg
我家有个地下城,电击文库,天羽伊吹清,连载中,2020-03-14,102314.0,http://img.wenku8.com/image/2/2089/2089s.jpg
在流星雨中逝去的你(令你逝去的流星雨),MF文库J,松山刚,连载中,2020-08-02,378810.0,http://img.wenku8.com/image/2/2632/2632s.jpg
这尊情趣娃娃是我的妹妹吗？,电击文库,芦屋六月,已完成,2016-02-26,93202.0,http://img.wenku8.com/image/2/2028/2028s.jpg
我的爱马很凶恶,Fami通文库,新井辉,已完成,2010-09-15,98627.0,http://img.wenku8.com/image/0/367/367s.jpg
残缺都市的机械月姬,角川文库,永菜叶一,已完成,2020-02-17,75698.0,http://img.wenku8.com/image/2/2394/2394s.jpg
身为前贵族大小姐兼未婚妈妈，女儿们太可爱了就算当冒险者也一点都不辛苦,其他文库,大小判,连载中,2020-11-07,238324.0,http://img.wenku8.com/image/2/2786/2786s.jpg
模造王女骚动记,HJ文库,榊一郎,已完成,2010-11-03,298763.0,http://img.wenku8.com/image/0/98/98s.jpg
万岁系列,MF文库J,三浦勇雄,已完成,2010-11-23,738880.0,http://img.wenku8.com/image/0/54/54s.jpg
你是北极星,其他文库,三浦紫苑,已完成,2014-10-28,106037.0,http://img.wenku8.com/image/1/1738/1738s.jpg
侦探·花咲太郎,电击文库,入间人间,连载中,2011-07-13,220502.0,http://img.wenku8.com/image/1/1050/1050s.jpg
两个爱丽丝与不可思议的少女们,Fami通文库,冈崎いずみ,已完成,2020-03-04,64567.0,http://img.wenku8.com/image/0/532/532s.jpg
少女，兵器，潘朵拉,MF文库J,西野胜海,连载中,2011-04-19,101082.0,http://img.wenku8.com/image/1/1007/1007s.jpg
消极的快乐、电锯的边缘,角川文库,泷本龙彦,已完成,2009-03-18,89194.0,http://img.wenku8.com/image/0/232/232s.jpg
拜托了！数学先生,其他文库,向井湘吾,连载中,2015-01-04,97666.0,http://img.wenku8.com/image/1/1795/1795s.jpg
结束10年家里蹲生活的我，一打开家里的大门……,其他文库,坂东太郎,连载中,2019-01-17,88632.0,http://img.wenku8.com/image/2/2520/2520s.jpg
虐待狂刑警 蝴蝶效应杀人事件,其他文库,七尾与史,已完成,2013-09-09,153198.0,http://img.wenku8.com/image/1/1495/1495s.jpg
Type Moon DRAMA CD,游戏剧本,奈须蘑菇,已完成,2010-03-04,62243.0,http://img.wenku8.com/image/0/621/621s.jpg
既然世界变成怪物横行 那只好随心所欲生活下去,GA文库,よっしゃあっ！,连载中,2020-04-30,120921.0,http://img.wenku8.com/image/2/2743/2743s.jpg
S与S的无赖同盟,集英社,野村美月,已完成,2019-04-16,133664.0,http://img.wenku8.com/image/2/2299/2299s.jpg
娇羞俏梦魔的得意表情真可爱。,电击文库,旭蓑雄,连载中,2020-06-24,165134.0,http://img.wenku8.com/image/2/2653/2653s.jpg
口吐宝石的少女,其他文库,なみあと,连载中,2017-10-31,302168.0,http://img.wenku8.com/image/2/2185/2185s.jpg
魔王陛下RETRY！,其他文库,神埼黑音,连载中,2020-04-11,120948.0,http://img.wenku8.com/image/2/2736/2736s.jpg
少女,其他文库,凑佳苗,已完成,2012-02-20,103011.0,http://img.wenku8.com/image/1/1189/1189s.jpg
火影剧场版小说 THE LAST,集英社,经冢丸雄,连载中,2015-02-03,56838.0,http://img.wenku8.com/image/1/1809/1809s.jpg
碧蓝幻想,Fami通文库,はせがわみやび,连载中,2020-02-29,75178.0,http://img.wenku8.com/image/2/2135/2135s.jpg
爱玩王子,少女文库,片濑由良,连载中,2013-01-17,342966.0,http://img.wenku8.com/image/1/1045/1045s.jpg
我真的是笨蛋吗？,其他文库,水木茂,已完成,2013-06-08,67242.0,http://img.wenku8.com/image/1/1440/1440s.jpg
里亚德录大地,Fami通文库,Ceez,连载中,2020-09-02,231838.0,http://img.wenku8.com/image/2/2730/2730s.jpg
因想当冒险者而前往大都市的女儿已经升到了S级,其他文库,门司柿家,连载中,2020-11-23,615040.0,http://img.wenku8.com/image/2/2826/2826s.jpg
剧团Theatre,电击文库,有川浩,连载中,2013-02-23,225694.0,http://img.wenku8.com/image/1/1268/1268s.jpg
爱说谎的精灵妹妹,MF文库J,清水真理子,已完成,2010-09-09,81315.0,http://img.wenku8.com/image/0/447/447s.jpg
欢迎加入NHK！,角川文库,泷本龙彦,已完成,2009-03-12,105626.0,http://img.wenku8.com/image/0/133/133s.jpg
蓬莱学园的初恋,富士见文库,新城十马,连载中,2012-10-08,90456.0,http://img.wenku8.com/image/1/1290/1290s.jpg
境界调停人,其他文库,木下祥,已完成,2013-10-31,112712.0,http://img.wenku8.com/image/1/1514/1514s.jpg
鸟笼庄的房客今日也慵懒,电击文库,壁井有可子,已完成,2010-12-06,637865.0,http://img.wenku8.com/image/0/284/284s.jpg
创神与丧神的召唤之战(创神与丧神的magius),富士见文库,三田诚,已完成,2019-03-04,170900.0,http://img.wenku8.com/image/2/2061/2061s.jpg
何之缘 裕加理君 和白兔的缘会,电击文库,野崎まど,已完成,2013-08-24,86415.0,http://img.wenku8.com/image/1/1485/1485s.jpg
匠千晓系列,其他文库,西泽保彦,连载中,2011-09-11,664964.0,http://img.wenku8.com/image/0/921/921s.jpg
我甜蜜的苦涩系列,MF文库J,森田季节,已完成,2010-09-11,170587.0,http://img.wenku8.com/image/0/428/428s.jpg
尼尔：自动人形,GA文库,映岛巡,已完成,2020-02-27,190173.0,http://img.wenku8.com/image/2/2463/2463s.jpg
少女爱上姐姐 樱花之庭院的星星,Fami通文库,嵩夜あや,已完成,2010-08-21,101764.0,http://img.wenku8.com/image/0/822/822s.jpg
我一点也不适合当侦探,其他文库,佐久良刚,已完成,2014-08-14,168044.0,http://img.wenku8.com/image/1/1691/1691s.jpg
小魔女与飞天狐,电击文库,南井大介,连载中,2011-10-18,135951.0,http://img.wenku8.com/image/1/1100/1100s.jpg
妖怪连络簿(夏目友人帐),其他文库,村井贞之,已完成,2013-09-11,66107.0,http://img.wenku8.com/image/1/1498/1498s.jpg
伤与不伤 HURTLESS HURTFUL,MF文库J,清水真理子,已完成,2010-06-07,96677.0,http://img.wenku8.com/image/0/844/844s.jpg
专业轻小说作家！,富士见文库,望公太,已完成,2020-06-12,180556.0,http://img.wenku8.com/image/2/2664/2664s.jpg
秋之回忆,游戏剧本,KID,已完成,2010-05-19,1212405.0,http://img.wenku8.com/image/0/769/769s.jpg
梦魔·危机,电击文库,镰池和马,已完成,2020-10-14,439974.0,http://img.wenku8.com/image/2/2589/2589s.jpg
魔女学生会长,MF文库J,日日日,连载中,2010-06-07,108518.0,http://img.wenku8.com/image/0/843/843s.jpg
Rewrite SSS,其他文库,儿玉新一郎 等,连载中,2012-10-27,65280.0,http://img.wenku8.com/image/1/1304/1304s.jpg
天与地的守护者,其他文库,上桥菜穗子,连载中,2014-03-13,99033.0,http://img.wenku8.com/image/1/1567/1567s.jpg
我的骁勇威震天地,GA文库,淡群赤光,连载中,2019-10-29,130411.0,http://img.wenku8.com/image/2/2640/2640s.jpg
高贵魔女,角川文库,南房秀久,连载中,2017-12-03,182980.0,http://img.wenku8.com/image/2/2258/2258s.jpg
光明之心 面包薰香之岛,Fami通文库,加纳新太,已完成,2012-05-30,74152.0,http://img.wenku8.com/image/1/1242/1242s.jpg
打工族买屋记,其他文库,有川浩,已完成,2012-03-05,134831.0,http://img.wenku8.com/image/1/1200/1200s.jpg
点满农民相关技能后，不知为何就变强了。,其他文库,しょぼんぬ,连载中,2019-09-23,74601.0,http://img.wenku8.com/image/2/2625/2625s.jpg
Lateral～水平思考推理的天使～,电击文库,乙野四方字,已完成,2015-10-05,96980.0,http://img.wenku8.com/image/1/1977/1977s.jpg
姐姐是剑圣妹妹是贤者,其他文库,战记暗转,连载中,2020-05-10,91499.0,http://img.wenku8.com/image/2/2753/2753s.jpg
再会吧，青春小鸟！,小学馆,乙一,已完成,2014-02-15,96661.0,http://img.wenku8.com/image/1/1571/1571s.jpg
Ai 死魂之枪,少女文库,夜木まゆ,已完成,2012-01-27,461949.0,http://img.wenku8.com/image/0/925/925s.jpg
莫名成为邪龙的五千岁草食龙～这个祭品都不听人说话～,角川文库,榎本快晴,连载中,2019-09-06,103505.0,http://img.wenku8.com/image/2/2617/2617s.jpg
幽落町妖怪杂货店,电击文库,苍月海里,已完成,2016-08-21,313787.0,http://img.wenku8.com/image/1/1933/1933s.jpg
方舟九号 ARK NINE,讲谈社,安井健太郎,连载中,2020-03-03,226185.0,http://img.wenku8.com/image/1/1921/1921s.jpg
U.F.O.未确认飞行,Fami通文库,大桥英高,连载中,2012-04-13,93284.0,http://img.wenku8.com/image/1/1220/1220s.jpg
可喜可贺，我进化成了美少女,角川文库,和久井透夏,连载中,2017-02-20,116934.0,http://img.wenku8.com/image/2/2217/2217s.jpg
樱神乐,讲谈社,久弥直树,连载中,2014-11-16,96554.0,http://img.wenku8.com/image/1/1751/1751s.jpg
转生成国王的私生子后，决定享受异世界生活！,富士见文库,るう,连载中,2020-06-12,131827.0,http://img.wenku8.com/image/2/2769/2769s.jpg
